用户ID,平台,设备档位,单次使用时长秒,周会话次数,是否付费
U007092,安卓,低端,53,5,0
U007093,iOS,低端,186,10,0
U007094,安卓,中端,648,8,0
U007095,安卓,高端,233,1,0
U007096,安卓,低端,71,2,0
U007097,iOS,中端,812,5,0
U007098,安卓,低端,96,6,0
U007099,安卓,中端,121,8,0
U007100,安卓,中端,3000,11,0
U007101,安卓,低端,166,6,0
U007102,iOS,高端,747,12,0
U007103,安卓,低端,1079,4,0
U007104,iOS,中端,1300,11,0
U007105,安卓,低端,192,4,0
U007106,安卓,低端,335,7,0
U007107,iOS,中端,270,6,0
U007108,iOS,高端,265,5,0
U007109,安卓,中端,518,2,0
U007110,安卓,中端,172,4,0
U007111,iOS,中端,499,8,0
U007112,安卓,高端,280,2,0
U007113,安卓,低端,460,4,0
U007114,安卓,中端,185,6,0
U007115,安卓,中端,98,7,0
U007116,iOS,高端,366,9,1
U007117,安卓,中端,26,5,0
U007118,安卓,低端,122,5,0
U007119,iOS,中端,189,7,0
U007120,iOS,高端,864,8,0
U007121,安卓,低端,315,10,0
U007122,iOS,高端,286,2,0
U007123,安卓,中端,448,3,0
U007124,安卓,中端,544,5,0
U007125,iOS,中端,282,5,0
U007126,安卓,中端,303,10,0
U007127,安卓,低端,593,3,0
U007128,iOS,高端,580,8,0
U007129,安卓,中端,205,6,0
U007130,iOS,中端,46,9,0
U007131,iOS,中端,115,10,0
U007132,安卓,高端,472,5,0
U007133,iOS,中端,115,6,0
U007134,安卓,中端,521,5,0
U007135,iOS,中端,198,5,0
U007136,安卓,中端,117,4,0
U007137,iOS,低端,84,5,0
U007138,iOS,低端,151,4,0
U007139,安卓,低端,305,3,0
U007140,安卓,低端,186,6,1
U007141,安卓,中端,133,8,0
U007142,安卓,中端,262,9,0
U007143,iOS,低端,827,6,0
U007144,安卓,中端,1393,8,0
U007145,iOS,中端,899,7,0
U007146,安卓,低端,383,4,0
U007147,安卓,中端,177,10,0
U007148,安卓,高端,1934,3,0
U007149,安卓,低端,163,5,0
U007150,安卓,高端,237,1,0
U007151,安卓,中端,121,4,1
U007152,安卓,高端,272,8,0
U007153,iOS,中端,470,8,0
U007154,iOS,高端,366,7,0
U007155,iOS,中端,381,9,0
U007156,iOS,高端,107,8,0
U007157,安卓,低端,26,7,0
U007158,安卓,中端,834,7,0
U007159,安卓,高端,183,4,0
U007160,安卓,中端,4106,9,0
U007161,安卓,中端,23,8,0
U007162,iOS,低端,40,5,0
U007163,安卓,中端,870,7,0
U007164,安卓,低端,161,5,0
U007165,iOS,中端,150,6,0
U007166,安卓,中端,1015,11,0
U007167,安卓,低端,86,2,0
U007168,安卓,中端,160,4,0
U007169,iOS,高端,982,8,0
U007170,iOS,低端,409,3,0
U007171,安卓,中端,12,7,0
U007172,iOS,中端,133,6,0
U007173,iOS,中端,243,5,0
U007174,安卓,高端,221,4,0
U007175,安卓,低端,211,5,0
U007176,安卓,中端,529,4,0
U007177,安卓,中端,798,6,0
U007178,安卓,低端,282,7,0
U007179,安卓,低端,916,9,0
U007180,iOS,高端,340,6,0
U007181,安卓,中端,9,5,0
U007182,iOS,中端,296,7,0
U007183,iOS,中端,633,10,0
U007184,安卓,高端,22,5,0
U007185,iOS,中端,505,7,0
U007186,iOS,低端,31,5,0
U007187,iOS,中端,2311,12,0
U007188,安卓,低端,5,2,0
U007189,安卓,低端,258,5,0
U007190,安卓,高端,781,8,0
U007191,安卓,中端,23,4,0
U007192,iOS,中端,460,11,0
U007193,iOS,高端,1430,9,0
U007194,安卓,高端,179,3,1
U007195,安卓,低端,37,1,0
U007196,安卓,中端,546,5,0
U007197,iOS,中端,853,8,0
U007198,安卓,低端,1013,7,0
U007199,安卓,低端,57,3,0
U007200,iOS,低端,372,7,0
U007201,安卓,中端,538,4,0
U007202,安卓,中端,613,8,0
U007203,安卓,高端,68,3,0
U007204,iOS,高端,90,11,0
U007205,安卓,中端,42,3,0
U007206,安卓,高端,305,3,0
U007207,iOS,中端,188,6,0
U007208,iOS,高端,545,6,0
U007209,安卓,低端,1093,5,0
U007210,iOS,中端,501,10,0
U007211,iOS,中端,145,8,0
U007212,安卓,中端,10,7,0
U007213,安卓,低端,672,7,0
U007214,安卓,中端,206,5,0
U007215,iOS,高端,3516,9,0
U007216,安卓,中端,78,3,0
U007217,安卓,高端,897,4,0
U007218,安卓,中端,797,8,0
U007219,安卓,低端,2271,4,0
U007220,安卓,中端,242,3,0
U007221,安卓,低端,98,4,0
U007222,安卓,高端,38,7,0
U007223,安卓,低端,93,5,0
U007224,安卓,低端,82,4,0
U007225,安卓,低端,1150,8,0
U007226,安卓,高端,1529,7,1
U007227,安卓,中端,75,8,0
U007228,安卓,高端,1497,8,0
U007229,iOS,低端,443,5,0
U007230,安卓,低端,114,6,0
U007231,安卓,高端,237,7,0
U007232,安卓,低端,37,9,0
U007233,安卓,高端,116,2,0
U007234,iOS,高端,22439,4,0
U007235,安卓,中端,85,10,0
U007236,iOS,低端,323,5,0
U007237,安卓,中端,256,2,0
U007238,安卓,中端,211,7,0
U007239,安卓,中端,489,3,0
U007240,安卓,低端,296,6,0
U007241,安卓,高端,2382,7,0
U007242,安卓,低端,58,2,0
U007243,安卓,低端,293,6,0
U007244,安卓,低端,184,5,0
U007245,安卓,低端,39,8,1
U007246,iOS,中端,242,9,0
U007247,iOS,高端,572,7,0
U007248,安卓,低端,301,5,0
U007249,安卓,中端,187,4,0
U007250,iOS,中端,768,3,1
U007251,iOS,高端,197,10,0
U007252,安卓,低端,1973,2,0
U007253,安卓,低端,26,5,0
U007254,iOS,中端,113,7,0
U007255,安卓,低端,295,5,0
U007256,安卓,中端,146,9,0
U007257,安卓,低端,369,6,0
U007258,安卓,中端,585,4,1
U007259,安卓,中端,544,7,0
U007260,安卓,低端,176,4,0
U007261,安卓,中端,179,4,0
U007262,安卓,中端,594,6,0
U007263,iOS,中端,262,12,0
U007264,安卓,中端,90,4,0
U007265,安卓,中端,212,8,0
U007266,安卓,中端,318,6,0
U007267,安卓,低端,1351,6,0
U007268,安卓,低端,92,4,0
U007269,安卓,低端,788,7,0
U007270,安卓,中端,11940,4,0
U007271,安卓,中端,283,2,0
U007272,iOS,高端,726,9,0
U007273,安卓,中端,283,7,0
U007274,iOS,中端,213,5,0
U007275,iOS,中端,241,7,0
U007276,iOS,中端,106,7,0
U007277,安卓,中端,250,3,0
U007278,安卓,低端,56,6,1
U007279,安卓,低端,169,4,0
U007280,安卓,高端,19,9,0
U007281,安卓,中端,1473,7,0
U007282,iOS,中端,90,13,0
U007283,安卓,中端,184,6,0
U007284,安卓,中端,64,3,0
U007285,iOS,中端,2897,4,1
U007286,安卓,低端,157,5,0
U007287,iOS,高端,295,11,0
U007288,安卓,低端,251,5,0
U007289,安卓,高端,196,4,0
U007290,安卓,中端,597,2,0
U007291,安卓,低端,178,5,0
U007292,安卓,高端,269,12,0
U007293,安卓,低端,72,7,0
U007294,安卓,中端,30,7,0
U007295,安卓,中端,131,6,1
U007296,安卓,低端,190,5,0
U007297,安卓,高端,171,5,0
U007298,iOS,中端,107,6,0
U007299,iOS,中端,258,3,0
U007300,安卓,低端,111,4,0
U007301,安卓,中端,219,5,0
U007302,iOS,中端,100,3,0
U007303,安卓,低端,1984,6,0
U007304,安卓,低端,332,3,0
U007305,安卓,低端,74,5,0
U007306,安卓,低端,43,8,0
U007307,iOS,中端,228,8,0
U007308,iOS,高端,301,9,0
U007309,iOS,中端,76,8,0
U007310,安卓,中端,203,7,0
U007311,iOS,中端,149,9,0
U007312,安卓,低端,119,9,0
U007313,安卓,高端,371,4,0
U007314,iOS,高端,805,4,0
U007315,安卓,中端,41,4,0
U007316,iOS,中端,1133,5,0
U007317,安卓,中端,873,5,0
U007318,安卓,低端,477,3,0
U007319,安卓,中端,59,7,0
U007320,iOS,中端,394,15,0
U007321,安卓,中端,19,3,0
U007322,安卓,中端,196,6,0
U007323,安卓,中端,107,3,0
U007324,安卓,低端,157,6,0
U007325,iOS,低端,866,6,0
U007326,iOS,中端,94,8,1
U007327,iOS,中端,1402,6,0
U007328,安卓,高端,311,7,1
U007329,安卓,中端,1280,6,0
U007330,iOS,高端,1787,8,0
U007331,安卓,高端,110,2,0
U007332,安卓,低端,247,6,0
U007333,安卓,高端,732,4,0
U007334,安卓,中端,68,5,0
U007335,安卓,中端,125,5,0
U007336,安卓,高端,341,9,0
U007337,安卓,中端,110,5,0
U007338,安卓,中端,491,6,0
U007339,安卓,中端,498,2,0
U007340,iOS,中端,117,12,0
U007341,安卓,低端,353,6,0
U007342,iOS,中端,159,7,0
U007343,安卓,中端,458,8,0
U007344,安卓,高端,40,5,0
U007345,安卓,低端,232,7,0
U007346,安卓,中端,82,7,0
U007347,iOS,中端,236,7,0
U007348,安卓,中端,379,5,0
U007349,安卓,中端,14,9,0
U007350,iOS,高端,1213,5,0
U007351,iOS,中端,430,4,1
U007352,安卓,中端,2562,4,0
U007353,安卓,高端,131,6,0
U007354,iOS,中端,418,5,0
U007355,iOS,中端,82,8,0
U007356,安卓,低端,383,10,0
U007357,iOS,中端,235,9,0
U007358,安卓,低端,131,5,0
U007359,安卓,中端,607,4,0
U007360,安卓,中端,374,7,0
U007361,安卓,高端,86,8,0
U007362,iOS,中端,826,4,0
U007363,安卓,中端,24,3,0
U007364,iOS,中端,168,10,0
U007365,iOS,低端,536,5,0
U007366,安卓,低端,135,5,0
U007367,安卓,中端,96,8,0
U007368,安卓,中端,110,4,0
U007369,安卓,中端,2763,3,0
U007370,iOS,中端,1256,7,0
U007371,安卓,低端,542,8,0
U007372,安卓,中端,272,4,0
U007373,安卓,中端,470,7,0
U007374,安卓,低端,74,6,0
U007375,安卓,高端,539,7,0
U007376,安卓,高端,172,3,0
U007377,安卓,低端,88,3,0
U007378,iOS,高端,243,9,0
U007379,安卓,中端,1835,8,0
U007380,安卓,低端,83,6,0
U007381,安卓,中端,56,5,0
U007382,安卓,低端,613,2,0
U007383,安卓,低端,7,7,0
U007384,安卓,高端,198,7,0
U007385,iOS,高端,529,6,0
U007386,安卓,低端,80,4,0
U007387,iOS,中端,139,9,0
U007388,iOS,中端,276,9,0
U007389,安卓,低端,3255,3,0
U007390,安卓,低端,198,3,0
U007391,安卓,低端,38,9,0
U007392,iOS,中端,455,5,1
U007393,iOS,中端,1529,11,0
U007394,安卓,低端,74,6,1
U007395,iOS,中端,91,8,1
U007396,安卓,中端,230,10,0
U007397,安卓,高端,74,7,0
U007398,安卓,高端,195,6,0
U007399,安卓,低端,97,8,0
U007400,iOS,中端,1619,10,1
U007401,安卓,低端,1575,6,0
U007402,安卓,中端,194,2,0
U007403,安卓,中端,2221,5,0
U007404,iOS,中端,216,10,0
U007405,iOS,中端,905,6,0
U007406,iOS,中端,225,6,0
U007407,安卓,中端,23,6,0
U007408,安卓,低端,392,6,0
U007409,安卓,低端,37,4,0
U007410,iOS,高端,510,4,0
U007411,iOS,中端,648,7,0
U007412,安卓,低端,1192,11,0
U007413,安卓,低端,1073,2,0
U007414,安卓,中端,329,2,0
U007415,iOS,中端,143,5,1
U007416,安卓,中端,98,2,0
U007417,安卓,中端,164,7,0
U007418,iOS,高端,297,7,0
U007419,iOS,中端,2643,7,0
U007420,安卓,低端,332,4,0
U007421,iOS,低端,487,14,0
U007422,安卓,低端,33,2,0
U007423,安卓,低端,3046,4,0
U007424,iOS,中端,310,9,0
U007425,iOS,中端,324,14,0
U007426,iOS,中端,72,10,0
U007427,iOS,低端,1952,7,0
U007428,安卓,低端,53,1,0
U007429,iOS,中端,59,8,0
U007430,安卓,低端,107,7,0
U007431,iOS,中端,149,9,0
U007432,安卓,中端,146,4,0
U007433,安卓,中端,172,9,0
U007434,安卓,中端,978,7,1
U007435,安卓,低端,408,9,0
U007436,安卓,低端,2315,7,0
U007437,安卓,低端,183,7,0
U007438,安卓,低端,421,3,0
U007439,安卓,中端,114,3,0
U007440,安卓,中端,5120,7,0
U007441,iOS,中端,286,6,0
U007442,安卓,中端,451,5,0
U007443,安卓,中端,1103,8,0
U007444,安卓,中端,51,4,0
U007445,安卓,中端,64,9,0
U007446,iOS,中端,111,9,0
U007447,安卓,低端,777,6,0
U007448,安卓,中端,3319,5,0
U007449,安卓,低端,288,4,0
U007450,iOS,中端,437,6,0
U007451,iOS,高端,174,6,0
U007452,安卓,中端,423,2,0
U007453,安卓,低端,591,6,0
U007454,安卓,低端,143,4,0
U007455,安卓,低端,174,12,0
U007456,安卓,中端,164,8,0
U007457,iOS,高端,153,8,0
U007458,iOS,高端,1113,10,0
U007459,安卓,中端,203,7,0
U007460,安卓,中端,1063,7,0
U007461,安卓,中端,556,4,0
U007462,安卓,低端,49,8,0
U007463,iOS,中端,875,10,0
U007464,iOS,中端,221,5,0
U007465,iOS,中端,109,7,0
U007466,安卓,低端,119,4,1
U007467,安卓,中端,136,7,0
U007468,安卓,中端,515,6,0
U007469,安卓,中端,300,6,0
U007470,安卓,低端,145,10,0
U007471,安卓,中端,716,7,0
U007472,安卓,低端,1371,4,0
U007473,iOS,中端,359,9,0
U007474,iOS,高端,461,7,0
U007475,安卓,低端,116,4,0
U007476,iOS,中端,135,6,0
U007477,安卓,高端,311,7,0
U007478,安卓,低端,103,7,0
U007479,iOS,中端,724,7,0
U007480,安卓,高端,433,7,0
U007481,安卓,低端,69,6,1
U007482,iOS,中端,272,7,0
U007483,iOS,中端,189,6,0
U007484,安卓,低端,171,3,0
U007485,安卓,高端,295,2,0
U007486,安卓,低端,489,9,0
U007487,iOS,中端,579,10,0
U007488,iOS,中端,187,4,0
U007489,iOS,中端,663,7,0
U007490,iOS,高端,656,5,0
U007491,安卓,中端,21620,4,0
U007492,iOS,中端,169,4,0
U007493,安卓,低端,589,8,0
U007494,安卓,高端,313,5,0
U007495,安卓,低端,162,2,0
U007496,安卓,高端,119,3,0
U007497,安卓,中端,657,5,0
U007498,安卓,中端,111,3,0
U007499,安卓,中端,138,6,1
U007500,iOS,高端,933,5,0
U007501,安卓,高端,785,4,0
U007502,安卓,中端,418,6,0
U007503,安卓,中端,790,6,0
U007504,安卓,中端,28,6,0
U007505,安卓,高端,312,8,0
U007506,安卓,高端,578,4,0
U007507,iOS,中端,642,5,1
U007508,安卓,低端,292,3,0
U007509,安卓,高端,932,7,0
U007510,安卓,中端,1132,10,0
U007511,安卓,中端,1433,7,0
U007512,iOS,高端,441,12,0
U007513,安卓,中端,98,8,0
U007514,安卓,中端,36,5,0
U007515,安卓,中端,197,4,0
U007516,iOS,中端,106,5,0
U007517,安卓,中端,44,3,0
U007518,安卓,低端,80,10,0
U007519,iOS,中端,65,7,0
U007520,iOS,高端,110,6,0
U007521,iOS,中端,205,6,0
U007522,iOS,中端,696,9,0
U007523,iOS,中端,185,6,0
U007524,安卓,低端,602,7,0
U007525,安卓,中端,675,4,0
U007526,安卓,高端,753,7,0
U007527,安卓,中端,4948,2,0
U007528,iOS,中端,872,6,0
U007529,安卓,低端,233,3,0
U007530,安卓,高端,58,5,0
U007531,安卓,中端,240,4,0
U007532,iOS,中端,165,8,0
U007533,安卓,中端,695,5,0
U007534,安卓,中端,818,6,0
U007535,安卓,高端,178,6,0
U007536,安卓,低端,22,7,0
U007537,安卓,低端,1988,3,0
U007538,安卓,中端,181,4,0
U007539,安卓,低端,99,4,0
U007540,iOS,中端,438,4,0
U007541,安卓,低端,152,5,0
U007542,安卓,低端,33,8,0
U007543,iOS,中端,511,5,0
U007544,安卓,低端,438,2,0
U007545,安卓,中端,821,7,0
U007546,安卓,低端,40,4,0
U007547,iOS,中端,1016,11,0
U007548,iOS,高端,533,12,0
U007549,安卓,低端,118,5,0
U007550,安卓,低端,61,7,0
U007551,iOS,高端,297,5,1
U007552,iOS,低端,82,11,0
U007553,安卓,高端,151,7,1
U007554,iOS,低端,274,7,0
U007555,安卓,低端,153,6,0
U007556,安卓,低端,93,5,0
U007557,iOS,中端,1078,5,0
U007558,iOS,中端,63,5,0
U007559,iOS,低端,70,12,0
U007560,安卓,中端,210,5,0
U007561,安卓,低端,426,4,0
U007562,安卓,中端,177,5,0
U007563,安卓,低端,19,5,0
U007564,iOS,中端,81,7,1
U007565,安卓,低端,234,3,0
U007566,安卓,中端,329,8,0
U007567,安卓,低端,69,6,1
U007568,安卓,低端,825,6,0
U007569,安卓,中端,31,4,0
U007570,iOS,中端,1710,4,0
U007571,安卓,低端,236,5,1
U007572,安卓,低端,41,8,0
U007573,iOS,中端,548,4,0
U007574,安卓,低端,1213,3,0
U007575,安卓,低端,72,7,0
U007576,安卓,低端,7,6,0
U007577,iOS,高端,470,9,0
U007578,iOS,高端,801,4,0
U007579,安卓,中端,2005,5,0
U007580,安卓,中端,1018,5,0
U007581,安卓,低端,23,7,0
U007582,安卓,低端,1381,5,0
U007583,iOS,中端,220,8,0
U007584,安卓,低端,58,6,0
U007585,安卓,中端,1237,4,0
U007586,安卓,中端,1409,4,0
U007587,安卓,低端,78,6,0
U007588,iOS,高端,71,2,0
U007589,安卓,中端,180,6,0
U007590,安卓,低端,43,3,0
U007591,安卓,中端,86,4,0
U007592,安卓,中端,39,4,0
U007593,安卓,低端,140,7,0
U007594,安卓,低端,249,4,0
U007595,安卓,低端,383,5,0
U007596,安卓,低端,237,6,0
U007597,iOS,中端,188,7,0
U007598,安卓,中端,738,7,0
U007599,iOS,高端,408,8,0
U007600,安卓,高端,51,5,0
U007601,安卓,低端,868,6,0
U007602,iOS,中端,1933,7,0
U007603,安卓,中端,276,6,0
U007604,iOS,中端,787,13,0
U007605,iOS,中端,958,11,0
U007606,iOS,高端,886,8,0
U007607,安卓,中端,227,11,0
U007608,iOS,中端,234,8,0
U007609,安卓,中端,490,10,0
U007610,安卓,低端,299,7,0
U007611,安卓,中端,300,6,0
U007612,安卓,中端,238,8,0
U007613,iOS,高端,1501,9,0
U007614,安卓,中端,167,5,0
U007615,iOS,中端,133,9,0
U007616,iOS,低端,407,11,0
U007617,安卓,中端,273,6,0
U007618,安卓,中端,79,5,0
U007619,安卓,中端,26,3,0
U007620,安卓,高端,1476,6,0
U007621,安卓,中端,8349,7,0
U007622,iOS,中端,607,4,0
U007623,安卓,中端,48,4,0
U007624,安卓,低端,136,5,0
U007625,iOS,中端,2154,8,0
U007626,安卓,低端,868,3,0
U007627,安卓,中端,369,7,0
U007628,iOS,高端,220,8,0
U007629,安卓,中端,167,5,0
U007630,安卓,低端,29,10,0
U007631,安卓,中端,107,7,0
U007632,iOS,中端,281,11,0
U007633,安卓,中端,129,5,0
U007634,安卓,低端,440,6,0
U007635,安卓,中端,177,4,0
U007636,安卓,中端,233,6,0
U007637,安卓,中端,208,5,0
U007638,iOS,中端,747,5,0
U007639,安卓,中端,50,2,1
U007640,安卓,中端,49,2,0
U007641,iOS,高端,844,15,0
U007642,iOS,低端,150,10,0
U007643,iOS,中端,262,7,0
U007644,安卓,中端,658,7,0
U007645,安卓,中端,23,9,0
U007646,安卓,中端,176,4,0
U007647,安卓,中端,188,7,0
U007648,安卓,低端,623,11,0
U007649,iOS,中端,318,11,0
U007650,iOS,高端,997,12,1
U007651,安卓,低端,131,4,0
U007652,安卓,中端,142,5,0
U007653,安卓,中端,432,7,0
U007654,iOS,高端,402,7,1
U007655,安卓,高端,3976,7,0
U007656,安卓,高端,1014,7,0
U007657,iOS,中端,30,6,0
U007658,iOS,高端,326,6,0
U007659,安卓,中端,158,4,0
U007660,安卓,低端,260,8,0
U007661,安卓,低端,279,8,0
U007662,安卓,中端,41,3,0
U007663,安卓,低端,135,3,0
U007664,安卓,中端,62,7,0
U007665,安卓,中端,77,7,0
U007666,安卓,中端,103,3,0
U007667,安卓,低端,358,7,0
U007668,安卓,低端,64,4,0
U007669,安卓,低端,245,4,0
U007670,iOS,中端,1250,8,0
U007671,安卓,低端,187,2,0
U007672,安卓,中端,981,6,1
U007673,安卓,低端,71,4,0
U007674,安卓,低端,325,8,0
U007675,iOS,中端,378,11,0
U007676,安卓,低端,513,2,0
U007677,安卓,低端,355,3,0
U007678,iOS,低端,669,9,0
U007679,安卓,中端,275,8,0
U007680,安卓,低端,344,4,0
U007681,安卓,低端,5014,4,0
U007682,iOS,高端,98,10,0
U007683,安卓,低端,158,3,0
U007684,安卓,低端,243000,5,0
U007685,iOS,中端,343,9,0
U007686,iOS,高端,574,10,0
U007687,安卓,低端,64,7,0
U007688,安卓,低端,20,3,0
U007689,安卓,中端,34,7,0
U007690,安卓,低端,280,6,0
U007691,安卓,低端,170,4,0
U007692,安卓,中端,967,4,0
U007693,iOS,中端,504,9,0
U007694,iOS,中端,193,9,0
U007695,iOS,中端,332,11,0
U007696,安卓,中端,75,10,0
U007697,安卓,低端,761,6,0
U007698,安卓,低端,1836,4,0
U007699,iOS,中端,581,10,0
U007700,安卓,低端,16,6,0
U007701,iOS,高端,1030,10,0
U007702,iOS,高端,466,8,0
U007703,iOS,高端,967,7,0
U007704,安卓,低端,359,6,0
U007705,安卓,中端,69,4,0
U007706,安卓,中端,1202,6,0
U007707,iOS,低端,1175,9,0
U007708,安卓,低端,349,4,0
U007709,安卓,中端,1133,6,0
U007710,安卓,低端,346,6,0
U007711,iOS,高端,218,7,0
U007712,安卓,低端,21,7,0
U007713,iOS,中端,149,6,0
U007714,iOS,高端,562,4,0
U007715,iOS,中端,354,3,0
U007716,安卓,低端,57,2,0
U007717,安卓,高端,737,4,0
U007718,安卓,低端,400,5,0
U007719,iOS,中端,5818,9,0
U007720,安卓,中端,173,3,0
U007721,安卓,中端,358,4,0
U007722,安卓,中端,83,4,0
U007723,安卓,中端,1012,7,0
U007724,安卓,低端,256,7,0
U007725,iOS,中端,1360,8,0
U007726,安卓,中端,624,4,0
U007727,iOS,中端,973,8,0
U007728,iOS,中端,92,7,0
U007729,安卓,中端,43,5,0
U007730,安卓,中端,1011,10,0
U007731,安卓,中端,5763,5,0
U007732,安卓,低端,71,4,0
U007733,iOS,低端,732,10,0
U007734,安卓,低端,113,7,0
U007735,安卓,低端,323,4,0
U007736,安卓,中端,650,11,0
U007737,安卓,低端,314,5,0
U007738,iOS,高端,3670,6,0
U007739,安卓,中端,57,7,0
U007740,安卓,中端,470,9,0
U007741,安卓,高端,2784,6,1
U007742,安卓,高端,93,9,0
U007743,iOS,低端,658,12,0
U007744,iOS,低端,140,7,0
U007745,安卓,中端,40,5,0
U007746,安卓,中端,120,8,0
U007747,iOS,中端,213,9,0
U007748,安卓,中端,238,9,0
U007749,安卓,低端,981,5,0
U007750,iOS,高端,69,5,0
U007751,安卓,中端,94,5,0
U007752,iOS,低端,240,9,0
U007753,iOS,中端,275,6,0
U007754,iOS,低端,332,5,0
U007755,安卓,低端,647,6,0
U007756,安卓,低端,207,1,0
U007757,iOS,中端,336,6,0
U007758,iOS,高端,335,6,0
U007759,安卓,中端,257,5,0
U007760,安卓,中端,2139,8,0
U007761,iOS,高端,110,6,0
U007762,iOS,高端,465,5,0
U007763,安卓,低端,83,3,0
U007764,iOS,高端,961,14,0
U007765,安卓,低端,876,3,0
U007766,安卓,中端,535,3,0
U007767,安卓,高端,118,10,1
U007768,安卓,低端,49,4,0
U007769,安卓,中端,283,4,0
U007770,安卓,低端,121,5,0
U007771,安卓,低端,119,9,0
U007772,iOS,中端,457,11,0
U007773,安卓,中端,695,7,0
U007774,安卓,低端,41,10,0
